iteration,avg_ctr,topic,persona
8,5.0,Vinson Massif,Ethical Considerations
9,5.0,Vinson Massif,Ethical Considerations
0,5.0,Vinson Massif,Discussion-Focused
1,5.0,Vinson Massif,Discussion-Focused
2,5.0,Vinson Massif,Discussion-Focused
3,5.0,Vinson Massif,Discussion-Focused
4,5.0,Vinson Massif,Discussion-Focused
5,5.0,Vinson Massif,Discussion-Focused
6,5.0,Vinson Massif,Discussion-Focused
7,5.0,Vinson Massif,Discussion-Focused
8,5.0,Vinson Massif,Discussion-Focused
9,5.0,Vinson Massif,Discussion-Focused
0,5.0,Vinson Massif,History-Focused
1,5.0,Vinson Massif,History-Focused
2,5.0,Vinson Massif,History-Focused
3,5.0,Vinson Massif,History-Focused
4,5.0,Vinson Massif,History-Focused
5,5.0,Vinson Massif,History-Focused
6,5.0,Vinson Massif,History-Focused
7,5.0,Vinson Massif,History-Focused
8,5.0,Vinson Massif,History-Focused
9,5.0,Vinson Massif,History-Focused
0,5.0,Vinson Massif,Event-Focused
1,5.0,Vinson Massif,Event-Focused
2,5.0,Vinson Massif,Event-Focused
3,5.0,Vinson Massif,Event-Focused
4,5.0,Vinson Massif,Event-Focused
5,5.0,Vinson Massif,Event-Focused
6,5.0,Vinson Massif,Event-Focused
7,5.0,Vinson Massif,Event-Focused
8,5.0,Vinson Massif,Event-Focused
9,5.0,Vinson Massif,Event-Focused
0,5.0,Vinson Massif,Person-Focused
1,5.0,Vinson Massif,Person-Focused
2,5.0,Vinson Massif,Person-Focused
3,5.0,Vinson Massif,Person-Focused
4,5.0,Vinson Massif,Person-Focused
5,5.0,Vinson Massif,Person-Focused
6,5.0,Vinson Massif,Person-Focused
7,5.0,Vinson Massif,Person-Focused
8,5.0,Vinson Massif,Person-Focused
9,5.0,Vinson Massif,Person-Focused
0,5.0,Vinson Massif,Location-Focused
1,5.0,Vinson Massif,Location-Focused
2,5.0,Vinson Massif,Location-Focused
3,5.0,Vinson Massif,Location-Focused
4,5.0,Vinson Massif,Location-Focused
5,5.0,Vinson Massif,Location-Focused
6,5.0,Vinson Massif,Location-Focused
7,5.0,Vinson Massif,Location-Focused
8,5.0,Vinson Massif,Location-Focused
9,5.0,Vinson Massif,Location-Focused
0,5.0,Socotra,Price
1,5.0,Socotra,Price
2,5.0,Socotra,Price
3,5.0,Socotra,Price
4,5.0,Socotra,Price
5,5.0,Socotra,Price
6,5.0,Socotra,Price
7,5.0,Socotra,Price
8,5.0,Socotra,Price
9,5.0,Socotra,Price
0,5.0,Socotra,Quality
1,5.0,Socotra,Quality
2,5.0,Socotra,Quality
3,5.0,Socotra,Quality
4,5.0,Socotra,Quality
5,5.0,Socotra,Quality
6,5.0,Socotra,Quality
7,5.0,Socotra,Quality
8,5.0,Socotra,Quality
9,5.0,Socotra,Quality
0,5.0,Socotra,Brand Reputation
1,5.0,Socotra,Brand Reputation
2,5.0,Socotra,Brand Reputation
3,5.0,Socotra,Brand Reputation
4,5.0,Socotra,Brand Reputation
5,5.0,Socotra,Brand Reputation
6,5.0,Socotra,Brand Reputation
7,5.0,Socotra,Brand Reputation
8,5.0,Socotra,Brand Reputation
9,5.0,Socotra,Brand Reputation
0,5.0,Socotra,Features & Functionality
1,5.0,Socotra,Features & Functionality
2,5.0,Socotra,Features & Functionality
3,5.0,Socotra,Features & Functionality
4,5.0,Socotra,Features & Functionality
5,5.0,Socotra,Features & Functionality
6,5.0,Socotra,Features & Functionality
7,5.0,Socotra,Features & Functionality
8,5.0,Socotra,Features & Functionality
9,5.0,Socotra,Features & Functionality
0,5.0,Socotra,Ethical Considerations
1,5.0,Socotra,Ethical Considerations
2,5.0,Socotra,Ethical Considerations
3,5.0,Socotra,Ethical Considerations
4,5.0,Socotra,Ethical Considerations
5,5.0,Socotra,Ethical Considerations
6,5.0,Socotra,Ethical Considerations
7,5.0,Socotra,Ethical Considerations
8,5.0,Socotra,Ethical Considerations
9,5.0,Socotra,Ethical Considerations
0,5.0,Socotra,Discussion-Focused
1,5.0,Socotra,Discussion-Focused
2,5.0,Socotra,Discussion-Focused
3,5.0,Socotra,Discussion-Focused
4,5.0,Socotra,Discussion-Focused
5,5.0,Socotra,Discussion-Focused
6,5.0,Socotra,Discussion-Focused
7,5.0,Socotra,Discussion-Focused
8,5.0,Socotra,Discussion-Focused
9,5.0,Socotra,Discussion-Focused
0,5.0,Socotra,History-Focused
1,5.0,Socotra,History-Focused
2,5.0,Socotra,History-Focused
3,5.0,Socotra,History-Focused
4,5.0,Socotra,History-Focused
5,5.0,Socotra,History-Focused
6,5.0,Socotra,History-Focused
7,5.0,Socotra,History-Focused
8,5.0,Socotra,History-Focused
9,5.0,Socotra,History-Focused
0,5.0,Socotra,Event-Focused
1,5.0,Socotra,Event-Focused
2,5.0,Socotra,Event-Focused
3,5.0,Socotra,Event-Focused
4,5.0,Socotra,Event-Focused
5,5.0,Socotra,Event-Focused
6,5.0,Socotra,Event-Focused
7,5.0,Socotra,Event-Focused
8,5.0,Socotra,Event-Focused
9,5.0,Socotra,Event-Focused
0,5.0,Socotra,Person-Focused
1,5.0,Socotra,Person-Focused
2,5.0,Socotra,Person-Focused
3,5.0,Socotra,Person-Focused
4,5.0,Socotra,Person-Focused
5,5.0,Socotra,Person-Focused
6,5.0,Socotra,Person-Focused
7,5.0,Socotra,Person-Focused
8,5.0,Socotra,Person-Focused
9,5.0,Socotra,Person-Focused
0,5.0,Socotra,Location-Focused
1,5.0,Socotra,Location-Focused
2,5.0,Socotra,Location-Focused
3,5.0,Socotra,Location-Focused
4,5.0,Socotra,Location-Focused
5,5.0,Socotra,Location-Focused
6,5.0,Socotra,Location-Focused
7,5.0,Socotra,Location-Focused
8,5.0,Socotra,Location-Focused
9,5.0,Socotra,Location-Focused
0,5.0,Petra,Price
1,5.0,Petra,Price
2,5.0,Petra,Price
3,5.0,Petra,Price
4,5.0,Petra,Price
5,5.0,Petra,Price
6,5.0,Petra,Price
7,5.0,Petra,Price
8,5.0,Petra,Price
9,5.0,Petra,Price
0,5.0,Petra,Quality
1,5.0,Petra,Quality
2,5.0,Petra,Quality
3,5.0,Petra,Quality
4,5.0,Petra,Quality
5,5.0,Petra,Quality
6,5.0,Petra,Quality
7,5.0,Petra,Quality
8,5.0,Petra,Quality
9,5.0,Petra,Quality
0,5.0,Petra,Brand Reputation
1,5.0,Petra,Brand Reputation
2,5.0,Petra,Brand Reputation
3,5.0,Petra,Brand Reputation
4,5.0,Petra,Brand Reputation
5,5.0,Petra,Brand Reputation
6,5.0,Petra,Brand Reputation
7,5.0,Petra,Brand Reputation
8,5.0,Petra,Brand Reputation
9,5.0,Petra,Brand Reputation
0,5.0,Petra,Features & Functionality
1,5.0,Petra,Features & Functionality
2,5.0,Petra,Features & Functionality
3,5.0,Petra,Features & Functionality
4,5.0,Petra,Features & Functionality
5,5.0,Petra,Features & Functionality
6,5.0,Petra,Features & Functionality
7,5.0,Petra,Features & Functionality
8,5.0,Petra,Features & Functionality
9,5.0,Petra,Features & Functionality
0,5.0,Petra,Ethical Considerations
1,5.0,Petra,Ethical Considerations
2,5.0,Petra,Ethical Considerations
3,5.0,Petra,Ethical Considerations
4,5.0,Petra,Ethical Considerations
5,5.0,Petra,Ethical Considerations
6,5.0,Petra,Ethical Considerations
7,5.0,Petra,Ethical Considerations
8,5.0,Petra,Ethical Considerations
9,5.0,Petra,Ethical Considerations
0,5.0,Petra,Discussion-Focused
1,5.0,Petra,Discussion-Focused
2,5.0,Petra,Discussion-Focused
3,5.0,Petra,Discussion-Focused
4,5.0,Petra,Discussion-Focused
5,5.0,Petra,Discussion-Focused
6,5.0,Petra,Discussion-Focused
7,5.0,Petra,Discussion-Focused
8,5.0,Petra,Discussion-Focused
9,5.0,Petra,Discussion-Focused
0,5.0,Petra,History-Focused
1,5.0,Petra,History-Focused
2,5.0,Petra,History-Focused
3,5.0,Petra,History-Focused
4,5.0,Petra,History-Focused
5,5.0,Petra,History-Focused
6,5.0,Petra,History-Focused
7,5.0,Petra,History-Focused
8,5.0,Petra,History-Focused
9,5.0,Petra,History-Focused
0,5.0,Petra,Event-Focused
1,5.0,Petra,Event-Focused
2,5.0,Petra,Event-Focused
3,5.0,Petra,Event-Focused
4,5.0,Petra,Event-Focused
5,5.0,Petra,Event-Focused
6,5.0,Petra,Event-Focused
7,5.0,Petra,Event-Focused
8,5.0,Petra,Event-Focused
9,5.0,Petra,Event-Focused
0,5.0,Petra,Person-Focused
1,5.0,Petra,Person-Focused
2,5.0,Petra,Person-Focused
3,5.0,Petra,Person-Focused
4,5.0,Petra,Person-Focused
5,5.0,Petra,Person-Focused
6,5.0,Petra,Person-Focused
7,5.0,Petra,Person-Focused
8,5.0,Petra,Person-Focused
9,5.0,Petra,Person-Focused
0,5.0,Petra,Location-Focused
1,5.0,Petra,Location-Focused
2,5.0,Petra,Location-Focused
3,5.0,Petra,Location-Focused
4,5.0,Petra,Location-Focused
5,5.0,Petra,Location-Focused
6,5.0,Petra,Location-Focused
7,5.0,Petra,Location-Focused
8,5.0,Petra,Location-Focused
9,5.0,Petra,Location-Focused
0,5.0,Ketogenic diet,Price
1,5.0,Ketogenic diet,Price
2,5.0,Ketogenic diet,Price
3,5.0,Ketogenic diet,Price
4,5.0,Ketogenic diet,Price
5,5.0,Ketogenic diet,Price
6,5.0,Ketogenic diet,Price
7,5.0,Ketogenic diet,Price
8,5.0,Ketogenic diet,Price
9,5.0,Ketogenic diet,Price
0,5.0,Ketogenic diet,Quality
1,5.0,Ketogenic diet,Quality
2,5.0,Ketogenic diet,Quality
3,5.0,Ketogenic diet,Quality
4,5.0,Ketogenic diet,Quality
5,5.0,Ketogenic diet,Quality
6,5.0,Ketogenic diet,Quality
7,5.0,Ketogenic diet,Quality
8,5.0,Ketogenic diet,Quality
9,5.0,Ketogenic diet,Quality
0,5.0,Ketogenic diet,Brand Reputation
1,5.0,Ketogenic diet,Brand Reputation
2,5.0,Ketogenic diet,Brand Reputation
3,5.0,Ketogenic diet,Brand Reputation
4,5.0,Ketogenic diet,Brand Reputation
5,5.0,Ketogenic diet,Brand Reputation
6,5.0,Ketogenic diet,Brand Reputation
7,5.0,Ketogenic diet,Brand Reputation
8,5.0,Ketogenic diet,Brand Reputation
9,5.0,Ketogenic diet,Brand Reputation
0,5.0,Ketogenic diet,Features & Functionality
1,5.0,Ketogenic diet,Features & Functionality
2,5.0,Ketogenic diet,Features & Functionality
3,5.0,Ketogenic diet,Features & Functionality
4,5.0,Ketogenic diet,Features & Functionality
5,5.0,Ketogenic diet,Features & Functionality
6,5.0,Ketogenic diet,Features & Functionality
7,5.0,Ketogenic diet,Features & Functionality
8,5.0,Ketogenic diet,Features & Functionality
9,5.0,Ketogenic diet,Features & Functionality
0,5.0,Ketogenic diet,Ethical Considerations
1,5.0,Ketogenic diet,Ethical Considerations
2,5.0,Ketogenic diet,Ethical Considerations
3,5.0,Ketogenic diet,Ethical Considerations
4,5.0,Ketogenic diet,Ethical Considerations
5,5.0,Ketogenic diet,Ethical Considerations
6,5.0,Ketogenic diet,Ethical Considerations
7,5.0,Ketogenic diet,Ethical Considerations
8,5.0,Ketogenic diet,Ethical Considerations
9,5.0,Ketogenic diet,Ethical Considerations
0,5.0,Ketogenic diet,Discussion-Focused
1,5.0,Ketogenic diet,Discussion-Focused
2,5.0,Ketogenic diet,Discussion-Focused
3,5.0,Ketogenic diet,Discussion-Focused
4,5.0,Ketogenic diet,Discussion-Focused
5,5.0,Ketogenic diet,Discussion-Focused
6,5.0,Ketogenic diet,Discussion-Focused
7,5.0,Ketogenic diet,Discussion-Focused
8,5.0,Ketogenic diet,Discussion-Focused
9,5.0,Ketogenic diet,Discussion-Focused
0,5.0,Ketogenic diet,History-Focused
1,5.0,Ketogenic diet,History-Focused
2,5.0,Ketogenic diet,History-Focused
3,5.0,Ketogenic diet,History-Focused
4,5.0,Ketogenic diet,History-Focused
5,5.0,Ketogenic diet,History-Focused
6,5.0,Ketogenic diet,History-Focused
7,5.0,Ketogenic diet,History-Focused
8,5.0,Ketogenic diet,History-Focused
9,5.0,Ketogenic diet,History-Focused
0,5.0,Ketogenic diet,Event-Focused
1,5.0,Ketogenic diet,Event-Focused
2,5.0,Ketogenic diet,Event-Focused
3,5.0,Ketogenic diet,Event-Focused
4,5.0,Ketogenic diet,Event-Focused
5,5.0,Ketogenic diet,Event-Focused
6,5.0,Ketogenic diet,Event-Focused
7,5.0,Ketogenic diet,Event-Focused
8,5.0,Ketogenic diet,Event-Focused
9,5.0,Ketogenic diet,Event-Focused
0,5.0,Ketogenic diet,Person-Focused
1,5.0,Ketogenic diet,Person-Focused
2,5.0,Ketogenic diet,Person-Focused
3,5.0,Ketogenic diet,Person-Focused
4,5.0,Ketogenic diet,Person-Focused
5,5.0,Ketogenic diet,Person-Focused
6,5.0,Ketogenic diet,Person-Focused
7,5.0,Ketogenic diet,Person-Focused
8,5.0,Ketogenic diet,Person-Focused
9,5.0,Ketogenic diet,Person-Focused
0,5.0,Ketogenic diet,Location-Focused
1,5.0,Ketogenic diet,Location-Focused
2,5.0,Ketogenic diet,Location-Focused
3,5.0,Ketogenic diet,Location-Focused
4,5.0,Ketogenic diet,Location-Focused
5,5.0,Ketogenic diet,Location-Focused
6,5.0,Ketogenic diet,Location-Focused
7,5.0,Ketogenic diet,Location-Focused
8,5.0,Ketogenic diet,Location-Focused
9,5.0,Ketogenic diet,Location-Focused
0,5.0,Health benefits of pomegranate,Price
1,5.0,Health benefits of pomegranate,Price
2,5.0,Health benefits of pomegranate,Price
3,5.0,Health benefits of pomegranate,Price
4,5.0,Health benefits of pomegranate,Price
5,5.0,Health benefits of pomegranate,Price
6,5.0,Health benefits of pomegranate,Price
7,5.0,Health benefits of pomegranate,Price
8,5.0,Health benefits of pomegranate,Price
9,5.0,Health benefits of pomegranate,Price
0,5.0,Health benefits of pomegranate,Quality
1,5.0,Health benefits of pomegranate,Quality
2,5.0,Health benefits of pomegranate,Quality
3,5.0,Health benefits of pomegranate,Quality
4,5.0,Health benefits of pomegranate,Quality
5,5.0,Health benefits of pomegranate,Quality
6,5.0,Health benefits of pomegranate,Quality
7,5.0,Health benefits of pomegranate,Quality
8,5.0,Health benefits of pomegranate,Quality
9,5.0,Health benefits of pomegranate,Quality
0,5.0,Health benefits of pomegranate,Brand Reputation
1,5.0,Health benefits of pomegranate,Brand Reputation
2,5.0,Health benefits of pomegranate,Brand Reputation
3,5.0,Health benefits of pomegranate,Brand Reputation
4,5.0,Health benefits of pomegranate,Brand Reputation
5,5.0,Health benefits of pomegranate,Brand Reputation
6,5.0,Health benefits of pomegranate,Brand Reputation
7,5.0,Health benefits of pomegranate,Brand Reputation
8,5.0,Health benefits of pomegranate,Brand Reputation
9,5.0,Health benefits of pomegranate,Brand Reputation
0,5.0,Health benefits of pomegranate,Features & Functionality
1,5.0,Health benefits of pomegranate,Features & Functionality
2,5.0,Health benefits of pomegranate,Features & Functionality
3,5.0,Health benefits of pomegranate,Features & Functionality
4,5.0,Health benefits of pomegranate,Features & Functionality
5,5.0,Health benefits of pomegranate,Features & Functionality
6,5.0,Health benefits of pomegranate,Features & Functionality
7,5.0,Health benefits of pomegranate,Features & Functionality
8,5.0,Health benefits of pomegranate,Features & Functionality
9,5.0,Health benefits of pomegranate,Features & Functionality
0,5.0,Health benefits of pomegranate,Ethical Considerations
1,5.0,Health benefits of pomegranate,Ethical Considerations
2,5.0,Health benefits of pomegranate,Ethical Considerations
3,5.0,Health benefits of pomegranate,Ethical Considerations
4,5.0,Health benefits of pomegranate,Ethical Considerations
5,5.0,Health benefits of pomegranate,Ethical Considerations
6,5.0,Health benefits of pomegranate,Ethical Considerations
7,5.0,Health benefits of pomegranate,Ethical Considerations
8,5.0,Health benefits of pomegranate,Ethical Considerations
9,5.0,Health benefits of pomegranate,Ethical Considerations
0,5.0,Health benefits of pomegranate,Discussion-Focused
1,5.0,Health benefits of pomegranate,Discussion-Focused
2,5.0,Health benefits of pomegranate,Discussion-Focused
3,5.0,Health benefits of pomegranate,Discussion-Focused
4,5.0,Health benefits of pomegranate,Discussion-Focused
5,5.0,Health benefits of pomegranate,Discussion-Focused
6,5.0,Health benefits of pomegranate,Discussion-Focused
7,5.0,Health benefits of pomegranate,Discussion-Focused
8,5.0,Health benefits of pomegranate,Discussion-Focused
9,5.0,Health benefits of pomegranate,Discussion-Focused
0,5.0,Health benefits of pomegranate,History-Focused
